"DOCKEY","DOCNO","DOCTYPE","DOCDATE","POSTDATE","TAXDATE","DESCRIPTION","DESCRIPTION2","PAYMENTMETHOD","AREA","AGENT","PROJECT","JOURNAL","CHEQUENUMBER","CURRENCYCODE","CURRENCYRATE","BANKCHARGE","BANKCHARGEACCOUNT","DOCAMT","LOCALDOCAMT","FROMDOCTYPE","BOUNCEDDATE","GLTRANSID","CANCELLED","DEPOSITKEY","UPDATECOUNT","PRINTCOUNT","ATTACHMENTS","NOTE"
6840,PV 1707/010,PV,2017-07-03,2017-07-03,2017-07-03,HENG REN XUN,,"301-003",----,----,----,BANK,RHB 170703852951,----,1.00000000,0.00,,1780.85,1780.85,,,4266,F,,,0,,
6842,PV 1707/011,PV,2017-07-03,2017-07-03,2017-07-03,LIM SUN LAI,,"301-003",----,----,----,BANK,RHB 170703852951,----,1.00000000,0.00,,1500.00,1500.00,,,4267,F,,1,0,,
6844,PV 1707/012,PV,2017-07-03,2017-07-03,2017-07-03,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 170703852951,----,1.00000000,0.00,,2350.81,2350.81,,,4268,F,,,0,,
6846,PV 1707/013,PV,2017-07-13,2017-07-13,2017-07-13,YEO CHIN KUOH,,"301-003",----,----,----,BANK,RHB 170703852951,----,1.00000000,0.00,,2570.25,2570.25,,,4269,F,,,0,,
6848,PV 1707/014,PV,2017-07-03,2017-07-03,2017-07-03,SHAUN LUA HON SHUEN,,"301-003",----,----,----,BANK,RHB 170703852951,----,1.00000000,0.00,,917.29,917.29,,,4270,F,,,0,,
6850,PV 1707/015,PV,2017-07-03,2017-07-03,2017-07-03,LEE ZHIN SIEW,,"301-003",----,----,----,BANK,RHB 170703852951,----,1.00000000,0.00,,134.02,134.02,,,4271,F,,,0,,
6852,PV 1707/016,PV,2017-07-03,2017-07-03,2017-07-03,HENG CHIN POH ,,"301-003",----,----,----,BANK,RHB 170703853614,----,1.00000000,0.00,,2487.75,2487.75,,,4272,F,,,0,,
6854,PV 1707/017,PV,2017-07-03,2017-07-03,2017-07-03,XTRON AUTOMATION SDN BHD,Payment For Invoice - INV-00150,"301-003",----,----,----,BANK,RHB 170703854348,----,1.00000000,0.00,,4028.00,4028.00,SP,,4274,F,,1,0,,
6857,PV 1707/018,PV,2017-07-03,2017-07-03,2017-07-03,FULL HOS SOLUTION SDN BHD,Payment For Invoice - IV17/06035(P) - 20%,"301-003",----,----,----,BANK,RHB 170703866518,----,1.00000000,0.00,,3455.60,3455.60,SP,,4275,F,,,0,,
6859,PV 1707/019,PV,2017-07-03,2017-07-03,2017-07-03,FA SIX STEEL ,Payment For Invoice - INV 0128(P),"301-003",----,----,----,BANK,RHB 170703866321,----,1.00000000,0.00,,17331.50,17331.50,SP,,4276,F,,,0,,
6861,PV 1707/020,PV,2017-07-03,2017-07-03,2017-07-03,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170703853938,----,1.00000000,0.00,,952.60,952.60,,,4277,F,,,0,,
6863,PV 1707/021,PV,2017-07-03,2017-07-03,2017-07-03,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170703853938,----,1.00000000,0.00,,5640.00,5640.00,,,4278,F,,1,0,,
6882,PV 1707/022,PV,2017-07-03,2017-07-03,2017-07-03,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170703853938,----,1.00000000,0.00,,300.00,300.00,,,4279,F,,,0,,
6884,PV 1707/023,PV,2017-07-03,2017-07-03,2017-07-03,JETPCBWEB LLC,Payment For Invoice - I10606633,"301-004",----,----,----,BANK,RHB 170703855790,US$,4.29250000,0.00,,400.00,1717.00,SP,,4281,F,,,0,,
6886,PV 1707/024,PV,2017-07-04,2017-07-04,2017-07-04,CT OFFICE FURNITURE DESIGN ,,"301-003",----,----,----,BANK,RHB 000102,----,1.00000000,0.00,,2830.00,2830.00,,,4282,F,,,0,,
6888,PV 1707/025,PV,2017-07-05,2017-07-05,2017-07-05,CELCOM MOBILE SDN BHD,"Payment For Invoice - 661361430, 661360740","301-003",----,----,----,BANK,RHB 000103,----,1.00000000,0.00,,126.35,126.35,SP,,4285,F,,,0,,
6890,PV 1707/026,PV,2017-07-05,2017-07-05,2017-07-05,CELCOM MOBILE SDN BHD,Payment For Invoice - 661372317,"301-003",----,----,----,BANK,RHB 000103,----,1.00000000,0.00,,277.10,277.10,SP,,4287,F,,,0,,
6892,PV 1707/027,PV,2017-07-05,2017-07-05,2017-07-05,CELCOM MOBILE SDN BHD,Payment For Invoice - 661356626,"301-003",----,----,----,BANK,RHB 000103,----,1.00000000,0.00,,409.60,409.60,SP,,4289,F,,1,0,,
6894,PV 1707/028,PV,2017-07-05,2017-07-05,2017-07-05,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 170705922837,----,1.00000000,0.00,,383.95,383.95,,,4290,F,,,0,,
6899,PV 1707/029,PV,2017-07-05,2017-07-05,2017-07-05,XTRON AUTOMATION SDN BHD,Payment For Invoice - INV-00151,"301-003",----,----,----,BANK,RHB 170705919704,----,1.00000000,0.00,,4240.00,4240.00,SP,,4292,F,,,0,,
6901,PV 1707/030,PV,2017-07-05,2017-07-05,2017-07-05,HO HENG CHEN,,"301-003",----,----,----,BANK,RHB 170705919422,----,1.00000000,0.00,,950.00,950.00,,,4293,F,,,0,,
6903,PV 1707/031,PV,2017-07-05,2017-07-05,2017-07-05,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170705911573,----,1.00000000,0.00,,300.00,300.00,,,4294,F,,,0,,
6905,PV 1707/032,PV,2017-07-05,2017-07-05,2017-07-05,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170705911573,----,1.00000000,0.00,,300.00,300.00,,,4295,F,,,0,,
6907,PV 1707/033,PV,2017-07-05,2017-07-05,2017-07-05,TELEKOM MALAYSIA BERHAD,"Payment For Invoice - 005773039630, 005864023659","301-003",----,----,----,BANK,RHB 170705911573,----,1.00000000,0.00,,738.65,738.65,SP,,4298,F,,,0,,
6909,PV 1707/034,PV,2017-07-05,2017-07-05,2017-07-05,MAXIS BROADBAND SDN BHD,Payment For Invoice - 518291547,"301-003",----,----,----,BANK,RHB 170705911727,----,1.00000000,0.00,,279.05,279.05,SP,,4300,F,,2,0,,
6911,PV 1707/035,PV,2017-07-05,2017-07-05,2017-07-05,MAXIS BROADBAND SDN BHD,Payment For Invoice - 516988865,"301-003",----,----,----,BANK,RHB 170705915596,----,1.00000000,0.00,,403.40,403.40,SP,,4302,F,,,0,,
6913,PV 1707/036,PV,2017-07-05,2017-07-05,2017-07-05,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B062017-1,"301-003",----,----,----,BANK,RHB 170705915806,----,1.00000000,0.00,,26.50,26.50,SP,,4304,F,,,0,,
6915,PV 1707/037,PV,2017-07-05,2017-07-05,2017-07-05,SYARIKAT AIR MELAKA BERHAD,Payment For Invoice - B062017-1,"301-003",----,----,----,BANK,RHB 170705915863,----,1.00000000,0.00,,26.50,26.50,SP,,4306,F,,,0,,
6917,PV 1707/038,PV,2017-07-05,2017-07-05,2017-07-05,TENAGA NASIONAL BERHAD,Payment For Invoice - 1168459322,"301-003",----,----,----,BANK,RHB 170705915945,----,1.00000000,0.00,,826.60,826.60,SP,,4308,F,,,0,,
6919,PV 1707/039,PV,2017-07-05,2017-07-05,2017-07-05,TENAGA NASIONAL BERHAD,Payment For Invoice - 1168463881,"301-003",----,----,----,BANK,RHB 170705916015,----,1.00000000,0.00,,776.65,776.65,SP,,4310,F,,,0,,
6921,PV 1707/040,PV,2017-07-05,2017-07-05,2017-07-05,PENANG CLUSTER ALLIANCE SDN BHD ,,"301-003",----,----,----,BANK,RHB 170705916287,----,1.00000000,0.00,,1238.00,1238.00,,,4311,F,,,0,,
6925,PV 1707/041,PV,2017-07-05,2017-07-05,2017-07-05,NOOR ASIAH BINTI AHMAD HASSANUDDIN,,"301-003",----,----,----,BANK,RHB 170705916148,----,1.00000000,0.00,,900.00,900.00,,,4312,F,,1,0,,
6927,PV 1707/042,PV,2017-07-05,2017-07-05,2017-07-05,KONSORTIUM WAZA MAJU SDN BHD ,,"301-003",----,----,----,BANK,RHB 170705916541,----,1.00000000,0.00,,1696.00,1696.00,,,4313,F,,,0,,
6930,PV 1707/043,PV,2017-07-05,2017-07-05,2017-07-05,TWM TYRE & BATTERY TRADING ,,"301-003",----,----,----,BANK,RHB 170705916646,----,1.00000000,0.00,,180.20,180.20,,,4314,F,,,0,,
6932,PV 1707/044,PV,2017-07-05,2017-07-05,2017-07-05,ELEMENT14 SDN BHD,Payment For Invoice - MAY'17,"301-003",----,----,----,BANK,RHB 170705917861,----,1.00000000,0.00,,4479.97,4479.97,SP,,4315,F,,,0,,
6934,PV 1707/045,PV,2017-07-06,2017-07-06,2017-07-06,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - 729423782775,"301-003",----,----,----,BANK,RHB 000104,----,1.00000000,0.00,,108.72,108.72,SP,,4317,F,,,0,,
6936,PV 1707/046,PV,2017-07-06,2017-07-06,2017-07-06,ELEMENT14 SDN BHD,Payment For Invoice - 1913589,"301-003",----,----,----,BANK,RHB 170706944823,----,1.00000000,0.00,,119.52,119.52,SP,,4319,F,,,0,,
6938,PV 1707/047,PV,2017-07-07,2017-07-07,2017-07-07,DHL EXPRESS (MALAYSIA) SDN BHD,Payment For Invoice - D01687312,"301-003",----,----,----,BANK,RHB 000105,----,1.00000000,0.00,,314.21,314.21,SP,,4321,F,,,0,,
6940,PV 1707/048,PV,2017-07-07,2017-07-07,2017-07-07,TNT EXPRESS WORLDWIDE (M) SDN BHD,Payment For Invoice - 01372463,"301-003",----,----,----,BANK,RHB 170707962434,----,1.00000000,0.00,,454.29,454.29,SP,,4323,F,,,0,,
6942,PV 1707/049,PV,2017-07-10,2017-07-10,2017-07-10,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 170710997935,----,1.00000000,0.00,,329.35,329.35,,,4324,F,,,0,,
6945,PV 1707/050,PV,2017-07-10,2017-07-10,2017-07-10,KETUA PENGARAH HASIL DALAM NEGERI,,"301-006",----,----,----,BANK,UOB 085291,----,1.00000000,0.00,,3131.90,3131.90,,,4325,F,,2,0,,
6952,PV 1707/052,PV,2017-07-11,2017-07-11,2017-07-11,KWSP,,"301-003",----,----,----,BANK,RHB 170711016075,----,1.00000000,0.00,,17945.00,17945.00,,,4326,F,,3,0,,
6975,PV 1707/053,PV,2017-07-11,2017-07-11,2017-07-11,PERTUBUHAN KESELAMATAN SOSIAL,,"301-003",----,----,----,BANK,RHB 170711016134,----,1.00000000,0.00,,1377.30,1377.30,,,4327,F,,2,0,,
7002,PV 1707/054,PV,2017-07-11,2017-07-11,2017-07-11,TAN MEI KEE,,"301-003",----,----,----,BANK,RHB 170711015345,----,1.00000000,0.00,,466.49,466.49,,,4328,F,,,0,,
7043,PV 1707/055,PV,2017-07-11,2017-07-11,2017-07-11,RAJA MOHD SYAZWAN BIN RAJA MOHAMED,,"301-003",----,----,----,BANK,RHB 170711015262,----,1.00000000,0.00,,3021.85,3021.85,,,4329,F,,,0,,
7086,PV 1707/056,PV,2017-07-11,2017-07-11,2017-07-11,MOHAMMAD ZULFITRI BIN ZULKEFLE,,"301-003",----,----,----,BANK,RHB 170711015064,----,1.00000000,0.00,,1040.30,1040.30,,,4330,F,,,0,,
7097,PV 1707/057,PV,2017-07-14,2017-07-14,2017-07-14,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170714075973,----,1.00000000,0.00,,900.00,900.00,,,4331,F,,,0,,
7099,PV 1707/058,PV,2017-07-14,2017-07-14,2017-07-14,KUOK KING KONG ,,"301-003",----,----,----,BANK,RHB 170714075973,----,1.00000000,0.00,,1500.00,1500.00,,,4332,F,,,0,,
7101,PV 1707/059,PV,2017-07-14,2017-07-14,2017-07-14,JIT SEN ELECTRONICS SDN BHD ,,"301-003",----,----,----,BANK,RHB 170714073852,----,1.00000000,0.00,,127.20,127.20,,,4333,F,,,0,,
7103,PV 1707/060,PV,2017-07-14,2017-07-14,2017-07-14,B & G COPIER SDN BHD ,"Payment For Invoice - SI-51000992, SI-51001016, SI-51001042","301-003",----,----,----,BANK,RHB 170714072422,----,1.00000000,0.00,,232.80,232.80,SP,,4337,F,,,0,,
7105,PV 1707/061,PV,2017-07-14,2017-07-14,2017-07-14,XTRON AUTOMATION SDN BHD,Payment For Invoice - INV-00152,"301-003",----,----,----,BANK,RHB 170714073672,----,1.00000000,0.00,,5300.00,5300.00,SP,,4339,F,,,0,,
7107,PV 1707/062,PV,2017-07-14,2017-07-14,2017-07-14,METAL-LIKE SURFACE TREATMENT SDN. BHD.,Payment For Invoice - INV003319,"301-003",----,----,----,BANK,RHB 170714073514,----,1.00000000,0.00,,1144.80,1144.80,SP,,4340,F,,,0,,
7109,PV 1707/063,PV,2017-07-14,2017-07-14,2017-07-14,SEM FABRICATIONS SDN BHD ,Payment For Invoice - IV-01793,"301-003",----,----,----,BANK,RHB 170714073408,----,1.00000000,0.00,,2544.00,2544.00,SP,,4342,F,,,0,,
7111,PV 1707/064,PV,2017-07-14,2017-07-14,2017-07-14,ATECH RESOURCES SDN BHD,Payment For Invoice - 17016556,"301-003",----,----,----,BANK,RHB 170714072671,----,1.00000000,0.00,,296.80,296.80,SP,,4343,F,,,0,,
7113,PV 1707/065,PV,2017-07-14,2017-07-14,2017-07-14,HENG CHIN POH ,,"301-003",----,----,----,BANK,RHB 170714073758,----,1.00000000,0.00,,3035.62,3035.62,,,4344,F,,1,0,,
7172,PV 1707/066,PV,2017-07-17,2017-07-17,2017-07-17,FEDERAL EXPRESS SERVICES (M) SDN BHD,Payment For Invoice - JAN'17 TO APR'17,"301-003",----,----,----,BANK,RHB 170717103202,----,1.00000000,0.00,,5818.26,5818.26,SP,,4347,F,,,0,,
7174,PV 1707/067,PV,2017-07-25,2017-07-25,2017-07-25,ZEN TRUCKS RESOURCES,Payment For Invoice - KLIA-624,"301-003",----,----,----,BANK,RHB 170725225205,----,1.00000000,0.00,,225.51,225.51,SP,,4349,F,,,0,,
7176,PV 1707/068,PV,2017-07-25,2017-07-25,2017-07-25,MOHAMED RIZAL BIN TAJUDIN (IC:841219-03-5371),,"301-003",----,----,----,BANK,RHB 170725225427,----,1.00000000,0.00,,600.00,600.00,,,4350,F,,,0,,
7178,PV 1707/069,PV,2017-07-25,2017-07-25,2017-07-25,KUOK KING KONG ,,"301-003",----,----,----,BANK,RHB 170725225427,----,1.00000000,0.00,,3000.00,3000.00,,,4351,F,,,0,,
7180,PV 1707/070,PV,2017-07-25,2017-07-25,2017-07-25,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170725225427,----,1.00000000,0.00,,1600.00,1600.00,,,4352,F,,,0,,
7182,PV 1707/071,PV,2017-07-27,2017-07-27,2017-07-27,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 170727276109,----,1.00000000,0.00,,80.00,80.00,,,4353,F,,,0,,
7184,PV 1707/072,PV,2017-07-27,2017-07-27,2017-07-27,MULTI-FLEX INDUSTRY HARDWARE SDN BHD,,"301-003",----,----,----,BANK,RHB 170727276109,----,1.00000000,0.00,,91.15,91.15,,,4354,F,,,0,,
7186,PV 1707/073,PV,2017-07-27,2017-07-27,2017-07-27,HENG CHIN POH ,,"301-003",----,----,----,BANK,RHB 170727276017,----,1.00000000,0.00,,2157.85,2157.85,,,4355,F,,,0,,
7229,PV 1707/074,PV,2017-07-28,2017-07-28,2017-07-28,TONG HUP CASH & CARRY SDN. BHD.,,"301-003",----,----,----,BANK,RHB 170727276109,----,1.00000000,0.00,,402.50,402.50,,,4356,F,,,0,,
7232,PV 1707/075,PV,2017-07-28,2017-07-28,2017-07-28,BOK OPT SDN BHD ,,"301-006",----,----,----,BANK,UOBC17072805104440,----,1.00000000,0.00,,50000.00,50000.00,,,4357,F,,,0,,
7234,PV 1707/076,PV,2017-07-28,2017-07-28,2017-07-28,SF GLOBAL EXPRESS (M) SDN BHD,Payment For Invoice - T100000026251,"301-003",----,----,----,BANK,RHB 000106,----,1.00000000,0.00,,937.60,937.60,SP,,4359,F,,,0,,
7236,PV 1707/077,PV,2017-07-28,2017-07-28,2017-07-28,JM CORPORATION,Payment For Invoice - 20170524-BK-1,"301-007",----,----,----,BANK,YOR707280600,US$,4.22200000,0.00,,9000.00,37998.00,SP,,4361,F,,3,0,,
7239,CV 1706/01,PV,2017-06-01,2017-06-01,2017-06-01,DECCAN SUPPLY,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,22.00,22.00,,,4362,F,,1,0,,
7241,CV 1706/02,PV,2017-06-01,2017-06-01,2017-06-01,ADVANCE BOLTS (MELAKA) SDN BHD ,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,19.50,19.50,,,4363,F,,,0,,
7243,CV 1706/03,PV,2017-06-02,2017-06-02,2017-06-02,JIT SEN ELECTRONICS SDN BHD ,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,24.45,24.45,,,4364,F,,,0,,
7245,CV 1706/04,PV,2017-06-06,2017-06-06,2017-06-06,TECHFAST PRECISION SDN BHD,Payment For Invoice - 024957,"302-000",MLK,----,----,CASH,,----,1.00000000,0.00,,106.00,106.00,SP,,4366,F,,2,0,,
7249,CV 1706/05,PV,2017-06-10,2017-06-10,2017-06-10,JIT SEN ELECTRONICS SDN BHD ,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,42.40,42.40,,,4367,F,,,0,,
7251,CV 1706/06,PV,2017-06-07,2017-06-07,2017-06-07,GO GO KTC BOX & LOUNGE,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,140.40,140.40,,,4368,F,,,0,,
7254,CV 1706/07,PV,2017-06-13,2017-06-13,2017-06-13,MULTI-FLEX INDUSTRY HARDWARE SDN BHD,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,78.45,78.45,,,4369,F,,,0,,
7256,CV 1706/08,PV,2017-06-16,2017-06-16,2017-06-16,SF GLOBAL EXPRESS (M) SDN BHD,Payment For Invoice - T100000024207,"302-000",----,----,----,CASH,"",----,1.00000000,0.00,,88.35,88.35,SP,,4371,F,,,0,,
7258,CV 1706/09,PV,2017-06-13,2017-06-13,2017-06-13,YEO CHIN KUOH,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,15.00,15.00,,,4372,F,,,0,,
7260,CV 1706/10,PV,2077-06-13,2077-06-13,2077-06-13,IKIA AQUACULTURE TECHNOLOGY SDN BHD ,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,2.00,2.00,,,4373,F,,2,0,,
7262,CV 1706/11,PV,2017-06-13,2017-06-13,2017-06-13,HENG REN XUN,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,18.00,18.00,,,4374,F,,,0,,
7264,CV 1706/12,PV,2017-06-13,2017-06-13,2017-06-13,JIT SEN ELECTRONICS SDN BHD ,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,1.05,1.05,,,4375,F,,,0,,
7266,CV 1706/13,PV,2017-06-13,2017-06-13,2017-06-13,PANDUAN EMAS SDN BHD,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,84.00,84.00,,,4376,F,,,0,,
7269,CV 1706/14,PV,2017-06-14,2017-06-14,2017-06-14,HENG REN XUN,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,28.00,28.00,,,4377,F,,1,0,,
7271,CV 1706/15,PV,2017-06-15,2017-06-15,2017-06-15,HENG REN XUN,,"302-000",----,----,----,CASH,,----,1.00000000,0.00,,21.00,21.00,,,4378,F,,,0,,
7273,PV 1708/001,PV,2017-08-01,2017-08-01,2017-08-01,NG SHUH HONG ,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,4193.05,4193.05,,,4379,F,,1,0,,
7275,PV 1708/002,PV,2017-08-01,2017-08-01,2017-08-01,LEE SIEW CHEN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2786.25,2786.25,,,4380,F,,,0,,
7277,PV 1708/003,PV,2017-08-01,2017-08-01,2017-08-01,ELAINE YEO SUAN YEAN ,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2920.75,2920.75,,,4381,F,,,0,,
7279,PV 1708/004,PV,2017-08-01,2017-08-01,2017-08-01,NURAFIDZAH BINTI ABDULLAH,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2639.61,2639.61,,,4382,F,,,0,,
7281,PV 1708/005,PV,2017-08-01,2017-08-01,2017-08-01,NORZIEANA BINTI ISMAIL,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1084.73,1084.73,,,4383,F,,,0,,
7283,PV 1708/006,PV,2017-08-01,2017-08-01,2017-08-01,SITI FATIMAH BINTI MUHAMAD AMIN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2084.02,2084.02,,,4384,F,,,0,,
7285,PV 1708/007,PV,2017-08-01,2017-08-01,2017-08-01,TAY WAI MING ,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,9236.25,9236.25,,,4385,F,,,0,,
7287,PV 1708/008,PV,2017-08-01,2017-08-01,2017-08-01,LAI THIAM POH ,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,5761.90,5761.90,,,4386,F,,,0,,
7289,PV 1708/009,PV,2017-08-01,2017-08-01,2017-08-01,KUOK KING KONG ,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,6570.10,6570.10,,,4387,F,,,0,,
7291,PV 1708/010,PV,2017-08-01,2017-08-01,2017-08-01,NYAK NORSYARINAAKMAL BINTI M HASAN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1131.87,1131.87,,,4388,F,,,0,,
7293,PV 1708/011,PV,2017-08-01,2017-08-01,2017-08-01,NG OOI LIN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1500.00,1500.00,,,4389,F,,,0,,
7295,PV 1708/012,PV,2017-08-01,2017-08-01,2017-08-01,LIM PUAY SEE,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1990.25,1990.25,,,4390,F,,,0,,
7297,PV 1708/013,PV,2017-08-01,2017-08-01,2017-08-01,FAIZ BIN JAMIL,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2512.75,2512.75,,,4391,F,,,0,,
7299,PV 1708/014,PV,2017-08-01,2017-08-01,2017-08-01,HENG REN XUN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1737.60,1737.60,,,4392,F,,,0,,
7301,PV 1708/015,PV,2017-08-01,2017-08-01,2017-08-01,NADHRAH SYAHIRAH BINTI ABDULLAH,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1300.27,1300.27,,,4393,F,,,0,,
7303,PV 1708/016,PV,2017-08-01,2017-08-01,2017-08-01,TAN MEI KEE,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,3462.60,3462.60,,,4394,F,,,0,,
7305,PV 1708/017,PV,2017-08-01,2017-08-01,2017-08-01,RAJA MOHD SYAZWAN BIN RAJA MOHAMED,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,6595.00,6595.00,,,4395,F,,,0,,
7307,PV 1708/018,PV,2017-08-01,2017-08-01,2017-08-01,MOHAMMAD ZULFITRI BIN ZULKEFLE,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2216.75,2216.75,,,4396,F,,,0,,
7309,PV 1708/019,PV,2017-08-01,2017-08-01,2017-08-01,NOOR FARHANA BINTI ZULKIFLI,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2168.67,2168.67,,,4397,F,,,0,,
7311,PV 1708/020,PV,2017-08-01,2017-08-01,2017-08-01,LIM SUN LAI,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1500.00,1500.00,,,4398,F,,,0,,
7313,PV 1708/021,PV,2017-08-01,2017-08-01,2017-08-01,MUHAMMAD MUBARAK BIN A'SEKIN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1478.87,1478.87,,,4399,F,,,0,,
7315,PV 1708/022,PV,2017-08-01,2017-08-01,2017-08-01,EE CUI ER,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,897.13,897.13,,,4400,F,,,0,,
7317,PV 1708/023,PV,2017-08-01,2017-08-01,2017-08-01,AHMAD SYUKRI BIN MUSA,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1587.37,1587.37,,,4401,F,,,0,,
7319,PV 1708/024,PV,2017-08-01,2017-08-01,2017-08-01,CHAN SOON KIM,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2257.48,2257.48,,,4402,F,,,0,,
7321,PV 1708/025,PV,2017-08-01,2017-08-01,2017-08-01,YEO CHIN KUOH,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,3005.25,3005.25,,,4403,F,,,0,,
7323,PV 1708/026,PV,2017-08-01,2017-08-01,2017-08-01,NUR FATIHAH BINTI SABRI,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1151.70,1151.70,,,4404,F,,,0,,
7325,PV 1708/027,PV,2017-08-01,2017-08-01,2017-08-01,MUHAMMAD NAZRI HAKIMIE BIN MOHD RASHID,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1977.71,1977.71,,,4405,F,,,0,,
7327,PV 1708/028,PV,2017-08-01,2017-08-01,2017-08-01,NOR AMELINA BINT I HASSAN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1165.16,1165.16,,,4406,F,,,0,,
7329,PV 1708/029,PV,2017-08-01,2017-08-01,2017-08-01,NORRIZAH BINTI MAT ISA,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2029.13,2029.13,,,4407,F,,,0,,
7331,PV 1708/030,PV,2017-08-01,2017-08-01,2017-08-01,NOR ZIELA BINTI HASSAN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1902.36,1902.36,,,4408,F,,,0,,
7333,PV 1708/031,PV,2017-08-01,2017-08-01,2017-08-01,WAN FATIN DIYANA BINTI WAN ABDULLAH,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,315.56,315.56,,,4409,F,,,0,,
7335,PV 1708/032,PV,2017-08-01,2017-08-01,2017-08-01,NORHAFIZAH BINTI A HAMID,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,315.56,315.56,,,4410,F,,1,0,,
7337,PV 1708/033,PV,2017-08-01,2017-08-01,2017-08-01,JAHARA BINTI MUSTAPA,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,315.56,315.56,,,4411,F,,,0,,
7339,PV 1708/034,PV,2017-08-01,2017-08-01,2017-08-01,NURUL HIDAYAH BINTI MAHAT,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,399.67,399.67,,,4412,F,,1,0,,
7341,PV 1708/035,PV,2017-08-01,2017-08-01,2017-08-01,CHONG XIN YI,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,1146.98,1146.98,,,4413,F,,,0,,
7343,PV 1708/036,PV,2017-08-01,2017-08-01,2017-08-01,SHAUN LUA HON SHUEN,,"301-003",----,----,----,BANK,RHB 170801351655,----,1.00000000,0.00,,2925.25,2925.25,,,4414,F,,,0,,
